خطاب	خطاب
لوككو سي وه بيماري دور تهئي انسس تندرست تهئي ككيا.	لوگو سي وه بيماري دور uni062A06BE.liga.init.mediئي انے تندرست uni062A06BE.liga.init.mediئي گيا.
اْ حكاية سي ايم واضح تهيو كه وه ككام سي مراد اْ عالم ني ؛	اْ حكاية سي ايم واضح uni062A06BE.liga.init.mediيو uni06430647.liga.init.fina وه گام سي مراد اْ عالم ني ؛
دنيا ني ؛	دنيا ني ؛
انسس جه ككام نا لوككو نسس بيماري ؛	انے uni062C06BE.liga.init.medi گام uni06460627.isol لوگو نے بيماري ؛
يه بيماري سوطط ؛	يه بيماري سوں ؛
كه جسمانية ني بيماري،	uni06430647.liga.init.fina جuni063306450627.liga.init.medi.finaنية ني بيماري،
بد اخلاق ني بيماري،	بد اخلاق ني بيماري،
بد علم انسس عقيدة ني بيماري،	بد علم انے عuni0642064A.liga.medi.finaدة ني بيماري،
اْ دنيا كه جه ختم تهانار ؛	اْ دنيا uni06430647.liga.init.fina uni062C06BE.liga.init.medi ختم uni062A06BE.liga.init.mediاuni06460627.isolر ؛
- فناء نو ككهر ؛	- فuni06460627.isolء نو گهر ؛
اهني محبة انسس اهما} لذة ليوو يه ككهني مظظوضضي بيماري ؛	اهني محبة انے اuni06470645.liga.medi.finaا} لذة ليوو يه گهني مظظوٹي بيماري ؛
كه جه نو إحساس بهي اثثنسس نتهي،	uni06430647.liga.init.fina uni062C06BE.liga.init.medi نو إحساس uni062806BE.liga.init.mediي اپنے نuni062A06BE.liga.init.mediي،
انسس وه حكيم كون ؛	انے وه حكيم كون ؛
كه هر رسول الله صلع انسس اْثثنا بعد هر زمان نا مولى،	uni06430647.liga.init.fina هر رسول االله صلع انے اْپuni06460627.isol بعد هر زمان uni06460627.isol مولى،
يه مولى نسس اثثني اْ مثل حالة ديكهي نسس- اثثني بيماري ني حالة ثثر رحمة اْوسس ؛،	يه مولى نے اپني اْ مثل حالة ديuni06430647.liga.init.finaي نے- اپني بيماري ني حالة پر رحمة اْوے ؛،
انسس ككهنو حزن تهائي ؛	انے گهنو حزن uni062A06BE.liga.init.mediائي ؛
كه كيم اْ خدا نا بنداؤ اْ مثل سي اْ دنيا ما ثثهسائي ككيا ؛،	uni06430647.liga.init.fina كيم اْ خدا uni06460627.isol بنداؤ اْ مثل سي اْ دنيا ما پهسائي گيا ؛،
اْ بيماري ما سككلا مبتلى ؛،	اْ بيماري ما سگلا مبتلى ؛،
تو يه سككلا اثثنسس شفاء بخشوانسس قسم قسم ني كوششو كرسس ؛،	تو يه سگلا اپنے شفاء بخشوانے قuni06330645.liga.medi.fina قuni06330645.liga.medi.fina ني كوششو كرے ؛،
يه كوششو ما مظظوضضي ما مظظوضضي كوشش رسول الله صلع يه كيدي انسس شريعة نسس قائم كيدي،	يه كوششو ما مظظوٹي ما مظظوٹي كوشش رسول االله صلع يه كيدي انے شريعة نے قائم كيدي،
هوسس جه شخص نسس شفاء جوئيتي هوئي تو اهنا واسطسس رسته ككهنو} اْسان ؛	هوے uni062C06BE.liga.init.medi شخص نے شفاء جوئيتي هوئي تو اهuni06460627.isol واسطے رسuni062A06BE.liga.init.medi گهنو} اْسان ؛
كه جيم رسول الله يه فرمايو يه مثل عمل كرسس،	uni06430647.liga.init.fina uni062C064A.liga.init.finaم رسول االله يه فرمايو يه مثل عمل كرے،
انسس رسول الله صلع يه اْثثنا وفاة نا قبل اْثثنا قائم مقام كون ؛	انے رسول االله صلع يه اْپuni06460627.isol وفاة uni06460627.isol قبل اْپuni06460627.isol قائم مقام كون ؛
يه بتايو كه علي ني طاعة كرجو،	يه بuni062A0627.isolيو uni06430647.liga.init.fina علي ني طاعة كرجو،
يه مثل هر زمان نا صاحب ني طاعة سي} حقيقة شريعة ثثر ححلائي ؛،	يه مثل هر زمان uni06460627.isol صاحب ني طاعة سي} حuni0642064A.liga.medi.finaقة شريعة پر چلائي ؛،
طهارة ني ذكر	طهارة ني ذكر
يه شريعة نو ثثظظلو دعامة ولاية ؛	يه شريعة نو پظظلو دعامة ولاية ؛
كه جه نا سي} سككلا دعائم ني حفاظة ؛	uni06430647.liga.init.fina uni062C06BE.liga.init.medi uni06460627.isol سي} سگلا دعائم ني حفاظة ؛
اهني صحة ؛،	اهني صحة ؛،
اهنا بعد بيسرو دعامة كيو كه طهارة يعني ثثاكيزككي،	اهuni06460627.isol بعد بيسرو دعامة كيو uni06430647.liga.init.fina طهارة يعني پاكيزگي،
جه ككهنو اهم دعامة ؛،	uni062C06BE.liga.init.medi گهنو اuni06470645.liga.medi.fina دعامة ؛،
جو طهارة نه هوئي تو نماز قبول تهائي} نظظيطط انسس جه شخص ني نماز قبول نظظيطط تهائي يه شخص نا كوئي عمل ني طرف	جو طهارة uni064606BE.liga.init.medi هوئي تو uni064606450627.finaز قبول uni062A06BE.liga.init.mediائي} نظuni0638064A.liga.init.finaں انے uni062C06BE.liga.init.medi شخص ني uni064606450627.finaز قبول نظuni0638064A.liga.init.finaں uni062A06BE.liga.init.mediائي يه شخص uni06460627.isol كوئي عمل ني طرف
خدا تعالى قيامة نا دن نظر نظظيطط كرسس،	خدا تعالى uni0642064A.liga.medi.finaامة uni06460627.isol دن نظر نظuni0638064A.liga.init.finaں كرے،
هجي طهارة ني أهمية انسس عظمة – importance بتاؤتا هوا رسول الله صلع فرماوسس ؛	هuni062C064A.liga.init.fina طهارة ني أuni06470645.liga.medi.finaية انے عuni06380645.liga.init.mediة – importance بuni062A0627.isolؤuni062A0627.isol هوا رسول االله صلع فرماوے ؛
كه طهارة أيك ككهنو مظظوضضو انسس مضبوط دروازه ؛،	uni06430647.liga.init.fina طهارة أيك گهنو مظظوٹو انے مضبوط دروازه ؛،
يه دروازه سوطط كرسس ؛	يه دروازه سوں كرے ؛
كه تمارا سي شيطان نسس دور راكهسس ؛،	uni06430647.liga.init.fina uni062A06450627.finaرا سي شيطان نے دور راuni06430647.liga.init.finaے ؛،
طهارة ني هداة كرام يه ككهنا} تفسير سي -detail - كتابو ما ذكر فرماوي ؛،	طهارة ني هداة كرام يه گهuni06460627.isol} تفسير سي -detail - كuni062A0627.isolبو ما ذكر فرماوي ؛،
طهارة نا دعامة نسس مؤمنين برابر سي سمجهسس اهنا واسطسس سيدنا القاضي النعمان رض كه جه ححوّدما امام المعز لدين	طهارة uni06460627.isol دعامة نے مؤمنين برابر سي uni06330645.liga.medi.finauni062C06BE.liga.init.mediے اهuni06460627.isol واسطے سيدuni06460627.isol القاضي النعمان رض uni06430647.liga.init.fina uni062C06BE.liga.init.medi چوّدما امام المعز لدين
الله ع م كه جه مولى يه مصر نسس فتح كيدو يه امام نا اْ داعي الدعاة هتا قاضي القضاة هتا،	االله ع م uni06430647.liga.init.fina uni062C06BE.liga.init.medi مولى يه مصر نے فتح كيدو يه امام uni06460627.isol اْ داuni0639064A.liga.init.fina الدعاة هuni062A0627.isol قاضي القضاة هuni062A0627.isol،
اْثث يه أيك الكك كتاب لكها كه جه نو نام} "كتاب الطهارة" ؛،	اْپ يه أيك الگ كuni062A0627.isolب لuni06430647.liga.init.finaا uni06430647.liga.init.fina uni062C06BE.liga.init.medi نو uni06460627.isolم} "كuni062A0627.isolب الطهارة" ؛،
يه كتاب ما اْثث يه ككهنا تفسير سي طهارة نسس سمجهايو ؛	يه كuni062A0627.isolب ما اْپ يه گهuni06460627.isol تفسير سي طهارة نے uni06330645.liga.medi.finauni062C06BE.liga.init.mediايو ؛
كه طهارة سوطط كظظوائي،	uni06430647.liga.init.fina طهارة سوں كظظوائي،
كتنا طرح ني طهارة هوئي ؛،	كتuni06460627.isol طرح ني طهارة هوئي ؛،
كئي طرح طهارة راكهوو جوئيسس انسس يه مثل ني ذكرو كيدي ؛،	كئي طرح طهارة راuni06430647.liga.init.finaوو جوئيے انے يه مثل ني ذكرو كيدي ؛،
انسس خاصة وضوء كيم كروي كيم كه وضوء بغير نماز قبول نظظيطط انسس ايم بهي بيان اْيو ؛	انے خاصة وضوء كيم كروي كيم uni06430647.liga.init.fina وضوء بuni063A064A.liga.init.finaر uni064606450627.finaز قبول نظuni0638064A.liga.init.finaں انے ايم uni062806BE.liga.init.mediي بيان اْيو ؛
كه " الوضوء شطر الايمان" يعني وضوء ايمان نو اردهو حصة ؛،	uni06430647.liga.init.fina " الوضوء شطر الايمان" يعني وضوء ايمان نو اردهو حصة ؛،
هجي بيان اْيو ؛	هuni062C064A.liga.init.fina بيان اْيو ؛
كه رسول الله فرماوسس ؛:	uni06430647.liga.init.fina رسول االله فرماوے ؛:
هجي اْثث فرماوسس ؛:	هuni062C064A.liga.init.fina اْپ فرماوے ؛:
اسباغ الوضوء	اسuni06280627.isolغ الوضوء
وضوء نسس كامل كرواني سوطط معنى؟	وضوء نے كامل كرواني سوں معنى؟
يه بيان كرتا هوا مولى فرماوسس ؛:	يه بيان كرuni062A0627.isol هوا مولى فرماوے ؛:
"مؤمنين ني جماعة!	"مؤمنين ني جماعة!
اسباغ الوضوء ني معنى ايم نظظيطط كه وضوء كرنار ككهنو ثثاني ريرا كرسس،	اسuni06280627.isolغ الوضوء ني معنى ايم نظuni0638064A.liga.init.finaں uni06430647.liga.init.fina وضوء كرuni06460627.isolر گهنو پاني ريرا كرے،
سيدنا القاضي النعمان كتاب الطظظارة ما فرماوسس ؛	سيدuni06460627.isol القاضي النعمان كuni062A0627.isolب الطظظارة ما فرماوے ؛
كه وضوء ما كتنو ثثاني جوئيسس اهما كوئي limit معين نتهي،	uni06430647.liga.init.fina وضوء ما كتنو پاني جوئيے اuni06470645.liga.medi.finaا كوئي limit مuni0639064A.liga.init.finaن نuni062A06BE.liga.init.mediي،
يه انسان ني اْورن ثثرمانسس ؛،	يه انسان ني اْورن پرمانے ؛،
كه يه كتنا ثثاني ما وضوء كري سكسس ؛،	uni06430647.liga.init.fina يه كتuni06460627.isol پاني ما وضوء كري سكے ؛،
عقلمند لطيف مزاج نو شخص ككهنا تهورٌا ثثاني ما وضوء كري سكسس ؛،	عقلمند لuni0637064A.liga.init.finaف مزاج نو شخص گهuni06460627.isol uni062A06BE.liga.init.mediورٌا پاني ما وضوء كري سكے ؛،
انسس اهنسس كفاية بهي تهئي جائي؛،	انے اهنے كفاية uni062806BE.liga.init.mediي uni062A06BE.liga.init.mediئي جائي؛،
انسس اهنا غير نسس ككهنو ثثاني بهي كفاية نتهي تهاتو،	انے اهuni06460627.isol uni063A064A.liga.init.finaر نے گهنو پاني uni062806BE.liga.init.mediي كفاية نuni062A06BE.liga.init.mediي uni062A06BE.liga.init.mediاتو،
وضوء كامل كئي ككهنا ثثاني نا سبب نتهي تهاتي،	وضوء كامل كئي گهuni06460627.isol پاني uni06460627.isol سبب نuni062A06BE.liga.init.mediي uni062A06BE.liga.init.mediاتي،
بلكه اْورن نا سبب تهائي ؛،	بلuni06430647.liga.init.fina اْورن uni06460627.isol سبب uni062A06BE.liga.init.mediائي ؛،
ككهنو ثثاني ريروو تو اسراف كظظوائي،	گهنو پاني ريروو تو اسراف كظظوائي،
انسس يه وات نا ثثسند ؛،	انے يه وات uni06460627.isol پسند ؛،
يه شيطان نا وسوسه ما سي ؛،	يه شيطان uni06460627.isol وسوسه ما سي ؛،
امام جعفر الصادق فرماوسس ؛	امام جعفر الصادق فرماوے ؛
انسان ايك كف ـ ايك كهوبلا ما تيل لسس تو ثثوتانا ثثورا بدن ثثر مسح كري سكسس ؛،	انسان ايك كف ـ ايك uni06430647.liga.init.finaوبلا ما تيل لے تو پوuni062A0627.isoluni06460627.isol پورا بدن پر مسح كري سكے ؛،
انسس ثثاني تو تيل كرتا زيادة وسيع ؛،	انے پاني تو تيل كرuni062A0627.isol زيادة وسيع ؛،
رسول الله اْثث نا ايك كهوبلا ثثاني سي وضوء كري ليتا تها انسس ايك ثثالي سي غسل كري ليتا تها،	رسول االله اْپ uni06460627.isol ايك uni06430647.liga.init.finaوبلا پاني سي وضوء كري ليuni062A0627.isol uni062A06BE.liga.init.mediا انے ايك پالي سي غسل كري ليuni062A0627.isol uni062A06BE.liga.init.mediا،
ايك ثثالي ني معنى ححار كهوبلا،	ايك پالي ني معنى چار uni06430647.liga.init.finaوبلا،
تو معنى سوطط واضح تهائي ؛،	تو معنى سوں واضح uni062A06BE.liga.init.mediائي ؛،
هر ححيز نسس جه مثل كروو جوئيسس اهني معرفة هوئي تو تهورٌا ما بهي كفاية تهئي جائي،	هر چيز نے uni062C06BE.liga.init.medi مثل كروو جوئيے اهني معرفة هوئي تو uni062A06BE.liga.init.mediورٌا ما uni062806BE.liga.init.mediي كفاية uni062A06BE.liga.init.mediئي جائي،
انسس اككر معرفة نه هوئي تو ككهنو بهي كرسس مككر فائدة نظظيطط كرسس،	انے اگر معرفة uni064606BE.liga.init.medi هوئي تو گهنو uni062806BE.liga.init.mediي كرے مگر فائدة نظuni0638064A.liga.init.finaں كرے،
تو اسباغ الوضوء ني سوطط معنى كه اْورن هووي جوئيسس كھ وضوء نسس كامل كيم كروي،	تو اسuni06280627.isolغ الوضوء ني سوں معنى uni06430647.liga.init.fina اْورن هووي جوئيے uni064306BE.liga.init.fina وضوء نے كامل كيم كروي،
انسس اسباغ الوضوء ايم سكهاوسس ؛	انے اسuni06280627.isolغ الوضوء ايم سuni06430647.liga.init.finaاوے ؛
كه هر ححيز نسس جيم كروو جوئيسس اهني اككر معرفة هوئي انسس انسان يه مطابق كرسس تو كام فورا تهئي جائي،	uni06430647.liga.init.fina هر چيز نے uni062C064A.liga.init.finaم كروو جوئيے اهني اگر معرفة هوئي انے انسان يه مطابق كرے تو كام فورا uni062A06BE.liga.init.mediئي جائي،
انسس اككر معرفة نه هوئي تو كام تهائي} نظظيطط." (المجلس الأول - ه1434هـ)	انے اگر معرفة uni064606BE.liga.init.medi هوئي تو كام uni062A06BE.liga.init.mediائي} نظuni0638064A.liga.init.finaں." (اuni06440645062C.initلس الأول - ه1434هـ)
خدا تعالى اْثث مولى نسس تاروز قيامة باقي انسس باقي راكهجو!	خدا تعالى اْپ مولى نے uni062A0627.isolروز uni0642064A.liga.medi.finaامة uni06280627.isoluni0642064A.liga.medi.fina انے uni06280627.isoluni0642064A.liga.medi.fina راuni06430647.liga.init.finaجو!
هوسس جيوارسس كه وضوء ما اتنو فضل انسس ثواب ؛	هوے uni062C064A.liga.init.finaوارے uni06430647.liga.init.fina وضوء ما اتنو فضل انے ثواب ؛
انسس اهني أهمية اتني ؛	انے اهني أuni06470645.liga.medi.finaية اتني ؛
كه اهنا بغير نماز قبول تهائي} نظظيطط انسس يه وه عمل ؛	uni06430647.liga.init.fina اهuni06460627.isol بuni063A064A.liga.init.finaر uni064606450627.finaز قبول uni062A06BE.liga.init.mediائي} نظuni0638064A.liga.init.finaں انے يه وه عمل ؛
كه جه مؤمن روزانه كرسس ؛	uni06430647.liga.init.fina uni062C06BE.liga.init.medi مؤمن روزاuni064606BE.liga.init.medi كرے ؛
انسس وارموار كرسس ؛،	انے وارموار كرے ؛،
تو اْ عشرة مباركة ني مجالس ما ايم نية كيدي ؛	تو اْ عشرة مuni06280627.isolرuni06430629.liga.init.fina ني مجالس ما ايم نية كيدي ؛
كه وضوء ثثر ذكرو كريئسس،	uni06430647.liga.init.fina وضوء پر ذكرو كريئے،
اهني اداب،	اهني اداب،
اهنا اركان،	اهuni06460627.isol اركان،
اهنا عمل ني شاكلة انسس اهني دعاؤ ثثر ان شاء الله بيانو تهاسسس- تاكه – اْذكرو كروا سي:	اهuni06460627.isol عمل ني شاكلة انے اهني دعاؤ پر ان شاء االله بيانو uni062A06BE.liga.init.mediاےس- uni062A0627.isoluni06430647.liga.init.fina – اْذكرو كروا سي:
اثثنو عمل بظظتر تهائي	اپنو عمل بظظتر uni062A06BE.liga.init.mediائي
خاميو انسس شك دور تهائي	خاميو انے شك دور uni062A06BE.liga.init.mediائي
دعاؤ ني تلاوة كريئسس تو اهني معنى سمجهي نسس ثثرٌهيئسس	دعاؤ ني تلاوة كريئے تو اهني معنى uni06330645.liga.medi.finauni062C06BE.liga.init.mediي نے پرٌuni0647064A.liga.medi.finaئے
انسس ثثاكيزككي جيم حاصل كروي جوئيسس ايم حاصل كريئسس	انے پاكيزگي uni062C064A.liga.init.finaم حاصل كروي جوئيے ايم حاصل كريئے
كه جه نا سبب سي اثثني نماز قبول تهائي كه جه نماز خدا تعالى نا نزديك افضل ما افضل عمل ؛،	uni06430647.liga.init.fina uni062C06BE.liga.init.medi uni06460627.isol سبب سي اپني uni064606450627.finaز قبول uni062A06BE.liga.init.mediائي uni06430647.liga.init.fina uni062C06BE.liga.init.medi uni064606450627.finaز خدا تعالى uni06460627.isol نزديك افضل ما افضل عمل ؛،
اهنا سي شيطان مؤمن سي بهاككتو رهسس ؛	اهuni06460627.isol سي شيطان مؤمن سي uni062806BE.liga.init.mediاگتو رهے ؛
انسس جه شخص نماز ثثرٌهسس تو اهنا اوثثر خدا تعالى رحمة ني نككاه كرتا رهسس ؛	انے uni062C06BE.liga.init.medi شخص uni064606450627.finaز پرٌهے تو اهuni06460627.isol اوپر خدا تعالى رحمة ني نگاه كرuni062A0627.isol رهے ؛
اْ مثل وضوء انسس نماز نسس بظظتر شاكلة سي أداء كرسوطط تو جيم ذكر تهئي كه ككناهو معاف تهاسسس	اْ مثل وضوء انے uni064606450627.finaز نے بظظتر شاكلة سي أداء كرسوں تو uni062C064A.liga.init.finaم ذكر uni062A06BE.liga.init.mediئي uni06430647.liga.init.fina گuni06460627.isolهو معاف uni062A06BE.liga.init.mediاےس
انسس اهنا سبب اْ دنو ما انسس اثثني ثثوري زندككي ما حسين امام ني ذكر ثثر اْنسو ككهنا انسس ككهنا انسس ككهنا	انے اهuni06460627.isol سبب اْ دنو ما انے اپني پوري زندگي ما حسين امام ني ذكر پر اْنسو گهuni06460627.isol انے گهuni06460627.isol انے گهuni06460627.isol
نكلسس	نكلے
كه جه نا سبب أخير ما ححهيلسس اثثنا مولى انسس اْقا مولانا عالي قدر مفضل سيف الدين اْقا ني نظرات ،	uni06430647.liga.init.fina uni062C06BE.liga.init.medi uni06460627.isol سبب أuni062E064A.liga.init.finaر ما چuni0647064A.liga.medi.finaلے اپuni06460627.isol مولى انے اْقا مولاuni06460627.isol عالي قدر مفضل سيف الدين اْقا ني نظرات ،
خوشي انسس شفاعة اثثنسس نصيب تهائي انسس مولى ككهنا} شتابي اْ زمين ما تشريف لاوسس انسس اثثنسس نوازي لسس،	خوشي انے شفاعة اپنے نصيب uni062A06BE.liga.init.mediائي انے مولى گهuni06460627.isol} شuni062A0627.isolبي اْ زمين ما تشريف لاوے انے اپنے نوازي لے،
عنوان نو ابتداء	عنوان نو ابتداء
تو اْج محرم الحرام ني بيسري تاريخ ثثظظلي مجلس ما وضوء نو جه ثثظظلو عمل ؛	تو اْج محرم الحرام ني بيسري uni062A0627.isolريخ پظظلي مجلس ما وضوء نو uni062C06BE.liga.init.medi پظظلو عمل ؛
كه جه نا بغير وضوء ككنائي} نظظيطط انسس يه عمل انساني ني طهارة انسس نظافة واسطسس ككهنو} اهم ؛	uni06430647.liga.init.fina uni062C06BE.liga.init.medi uni06460627.isol بuni063A064A.liga.init.finaر وضوء گuni06460627.isolئي} نظuni0638064A.liga.init.finaں انے يه عمل انساني ني طهارة انے نظافة واسطے گهنو} اuni06470645.liga.medi.fina ؛
يه سوطط كه ناثثاكي نسس دور كروو - استنجاء نو عمل ؛،	يه سوں uni06430647.liga.init.fina uni06460627.isolپاكي نے دور كروو - استنجاء نو عمل ؛،
كتاب الطهارة ما كه جه ني ذكر تهئي اهما سيدنا القاضي النعمان رض أيك ككهني ناياب ذكر بيان كرسس ؛،	كuni062A0627.isolب الطهارة ما uni06430647.liga.init.fina uni062C06BE.liga.init.medi ني ذكر uni062A06BE.liga.init.mediئي اuni06470645.liga.medi.finaا سيدuni06460627.isol القاضي النعمان رض أيك گهني uni06460627.isolياب ذكر بيان كرے ؛،
اْثث فرماوسس ؛	اْپ فرماوے ؛
كه رسول الله اْثثني امة ني كتني فكر راكهتا انسس يه سككلا نسس هر ناهني مظظوضضي ححيز سكهاؤتا حتى كه...	uni06430647.liga.init.fina رسول االله اْپني امة ني كتني فكر راuni06430647.liga.init.finauni062A0627.isol انے يه سگلا نے هر uni06460627.isolهني مظظوٹي چيز سuni06430647.liga.init.finaاؤuni062A0627.isol حتى uni06430647.liga.init.fina...
ته بعد سيدنا رض ذكر كرتا هوا فرماوسس ؛	uni062A06BE.liga.init.medi بعد سيدuni06460627.isol رض ذكر كرuni062A0627.isol هوا فرماوے ؛
كه	uni06430647.liga.init.fina
تو اْ بيان فرماوي نسس اْثث واضح كري دسس ؛	تو اْ بيان فرماوي نے اْپ واضح كري دے ؛
كه جه ححيزو نسس خدا يه انسان ني طبيعة ما موكي ؛	uni06430647.liga.init.fina uni062C06BE.liga.init.medi چيزو نے خدا يه انسان ني طبيعة ما موكي ؛
انسس اهنا عمل ني طرف احكام ني طرف يه انسان نسس محتاج كيدا ؛،	انے اهuni06460627.isol عمل ني طرف احكام ني طرف يه انسان نے محuni062A0627.isolج كيدا ؛،
تو خدا يه انسان ثثر فرض كيدو ؛	تو خدا يه انسان پر فرض كيدو ؛
كه يه علم لسس تاكه يه جانسس كه اْ سككلي ححيزو كيم كروو جوئيسس انسس يه مطابق عمل كرسس انسس اْ ححيزو سي كئي	uni06430647.liga.init.fina يه علم لے uni062A0627.isoluni06430647.liga.init.fina يه جانے uni06430647.liga.init.fina اْ سگلي چيزو كيم كروو جوئيے انے يه مطابق عمل كرے انے اْ چيزو سي كئي
شرمائي نظظيطط كيم كه يه حق ؛،	شرمائي نظuni0638064A.liga.init.finaں كيم uni06430647.liga.init.fina يه حق ؛،
انسس خدا تعالى قران مجيد ما فرماوسس ؛	انے خدا تعالى قران مuni062C064A.liga.init.finaد ما فرماوے ؛
ان الله لا يستحيي من الحق	ان االله لا يستuni062D064A.liga.init.finaي من الحق
هوسس جه شخص اسلام ني دينداري كرسس تو اهنا ثثر واجب ؛	هوے uni062C06BE.liga.init.medi شخص اسلام ني دينداري كرے تو اهuni06460627.isol پر واجب ؛
كه جيم شريعة بتاوسس ايم اهني زندككي نو هر عمل كرسس تاكه اهني زندككي نا هر ثثِظظلو نسس ثثاك راكهسس،	uni06430647.liga.init.fina uni062C064A.liga.init.finaم شريعة بuni062A0627.isolوے ايم اهني زندگي نو هر عمل كرے uni062A0627.isoluni06430647.liga.init.fina اهني زندگي uni06460627.isol هر پِظظلو نے پاك راuni06430647.liga.init.finaے،
انسس جيم خدا ني خوشي هوئي ايم عمل كرسس،	انے uni062C064A.liga.init.finaم خدا ني خوشي هوئي ايم عمل كرے،
جيم يظظاطط اْ ذكر ما سي ايم معلوم تهائي ؛	uni062C064A.liga.init.finaم يظظاں اْ ذكر ما سي ايم معلوم uni062A06BE.liga.init.mediائي ؛
كه رسول الله صلع ني كتني شفقة،	uni06430647.liga.init.fina رسول االله صلع ني كتني شفقة،
رحمة انسس فكر اْثثنا مؤمنين واسطسس هتي كه اْثث ثثوتسس بذاته الشريفة اْ سككلي ححيزو نو علم اْثثتا،	رحمة انے فكر اْپuni06460627.isol مؤمنين واسطے هتي uni06430647.liga.init.fina اْپ پوتے بذاuni062A06BE.liga.init.medi الشريفة اْ سگلي چيزو نو علم اْپuni062A0627.isol،
سيكهاؤتا تو اهنا سي يه عمل ني كتني أهمية ؛	سيuni06430647.liga.init.finaاؤuni062A0627.isol تو اهuni06460627.isol سي يه عمل ني كتني أuni06470645.liga.medi.finaية ؛
يه واضح تهئي} جائي ؛.	يه واضح uni062A06BE.liga.init.mediئي} جائي ؛.
بيت الخلاء ني 12 اْداب	بيت الخلاء ني 12 اْداب
ته بعد سيدنا رض بيت الخلاء ني بار اْداب ني ذكر فرماوسس ؛	uni062A06BE.liga.init.medi بعد سيدuni06460627.isol رض بيت الخلاء ني uni06280627.isolر اْداب ني ذكر فرماوے ؛
كه رواية ما ؛	uni06430647.liga.init.fina رواية ما ؛
تو اْ بيت الخلاء ني بار اْداب ؛	تو اْ بيت الخلاء ني uni06280627.isolر اْداب ؛
كه جه نو جانوو انسس اهنا مطابق عمل كروو هر مؤمن نا اوثثر واجب ؛،	uni06430647.liga.init.fina uni062C06BE.liga.init.medi نو جانوو انے اهuni06460627.isol مطابق عمل كروو هر مؤمن uni06460627.isol اوپر واجب ؛،
يظظاطط بهي سككلا يه ححيزو نو برابر دهيان راكهتا} هسسس انسس راكهسس} ؛	يظظاں uni062806BE.liga.init.mediي سگلا يه چيزو نو برابر دuni0647064A.liga.medi.finaان راuni06430647.liga.init.finauni062A0627.isol} هےس انے راuni06430647.liga.init.finaے} ؛
مككر جو كئي فرق ثثرٌتو هوئي تو هوسس سي اهنسس درست كري لئيسس،	مگر جو كئي فرق پرٌتو هوئي تو هوے سي اهنے درست كري لئيے،
أسس شريعة ني ثثابندي كري نسس ثثاك زندككي ككزارنار لوككو!	أے شريعة ني پابندي كري نے پاك زندگي گزارuni06460627.isolر لوگو!
شريعة يه هر ححيز نسس كيم كروي اهنو راسته بتايو ؛،	شريعة يه هر چيز نے كيم كروي اهنو راسuni062A06BE.liga.init.medi بuni062A0627.isolيو ؛،
أيك مسلم مؤمن ثثر وضوء كيوارسس واجب تهائي اهنا متعلق ككهنا واضح احكام اْيا ؛	أيك مسلم مؤمن پر وضوء كيوارے واجب uni062A06BE.liga.init.mediائي اهuni06460627.isol متعلق گهuni06460627.isol واضح احكام اْيا ؛
كه جه معروف} ؛	uni06430647.liga.init.fina uni062C06BE.liga.init.medi معروف} ؛
سككلا اهنسس جانسس} ؛،	سگلا اهنے جانے} ؛،
أيك جه وات استنجاء كرتي وقت خيال راكهوو جوئيسس كيم كه يه اْج نا زمان ما ككهنو} رائج ؛	أيك uni062C06BE.liga.init.medi وات استنجاء كرتي وقت uni062E064A.liga.init.finaال راuni06430647.liga.init.finaوو جوئيے كيم uni06430647.liga.init.fina يه اْج uni06460627.isol زمان ما گهنو} رائج ؛
انسس شريعة نا بالكل خلاف ؛	انے شريعة uni06460627.isol uni06280627.isolلكل خلاف ؛
يه سوطط كه استنجاء ثثاني سي} تهائي،	يه سوں uni06430647.liga.init.fina استنجاء پاني سي} uni062A06BE.liga.init.mediائي،
اْج نا زمان ما اكثر باهر نا لوككو نو عمل ككهنو جدو تهئي ككيو ؛	اْج uni06460627.isol زمان ما اكثر uni06280627.isolهر uni06460627.isol لوگو نو عمل گهنو جدو uni062A06BE.liga.init.mediئي گيو ؛
west ما انسس يه مثل نا شظظرو ما جظظاطط يه سككلا ثثوتانسس ككهنا modern سمجهسس ؛	west ما انے يه مثل uni06460627.isol شظظرو ما جظظاں يه سگلا پوuni062A0627.isolنے گهuni06460627.isol modern uni06330645.liga.medi.finauni062C06BE.liga.init.mediے ؛
انسس ثثاكيزككي انسس صفائي نو ككهنو مظظوضضو دعوى كرسس ؛	انے پاكيزگي انے صفائي نو گهنو مظظوٹو دعوى كرے ؛
مككر يه سككلا جه عمل كرسس ؛	مگر يه سگلا uni062C06BE.liga.init.medi عمل كرے ؛
كه tissue paper واثثرسس تو يه عمل يه سككلا ني حماقة انسس بسس وقوفي ثثر دلالة كرسس ؛	uni06430647.liga.init.fina tissue paper واپرے تو يه عمل يه سگلا ني حماقة انے بے وقوuni0641064A.liga.medi.fina پر دلالة كرے ؛
كيم كه خدا يه اْسمان سي ثثاني نسس ثثاك اُتارو ؛	كيم uni06430647.liga.init.fina خدا يه اْuni063306450627.liga.init.medi.finaن سي پاني نے پاك اُuni062A0627.isolرو ؛
